"session_id","window_id","timestamp","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z","linear_accel_x","linear_accel_y","linear_accel_z","latitude","longitude","speed","vibration_intensity","anomaly_score"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149075","0.32595003","6.7380004","7.3639503","0.0303875","-0.9125875","-1.145375","-0.5417881011962891","0.09941020607948303","0.16152137756347607","15.3277557","74.1245327","0.0956895","0.574026036936173","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149086","0.32595003","6.7380004","7.3639503","0.0303875","-0.9125875","-1.145375","-0.5417881011962891","0.09941020607948303","0.16152137756347607","15.3277557","74.1245327","0.0956895","0.574026036936173","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149096","0.30705002","6.7960505","7.51695","0.073975","-0.92675","-1.155","-0.008708000183105469","-0.056294918060302734","0.3281397247314448","15.3277557","74.1245327","0.0956895","0.3330474831213014","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149107","0.30705002","6.7960505","7.51695","0.073975","-0.92675","-1.155","-0.008708000183105469","-0.056294918060302734","0.3281397247314448","15.3277557","74.1245327","0.0956895","0.3330474831213014","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149118","0.25005","6.87195","7.5360003","0.11","-0.9321125","-1.1562375","-0.0029282569885253906","-0.017066121101379395","0.3918241882324214","15.3277557","74.1245327","0.0956895","0.3922066058373237","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149129","0.25005","6.87195","7.5360003","0.11","-0.9321125","-1.1562375","-0.0029282569885253906","-0.017066121101379395","0.3918241882324214","15.3277557","74.1245327","0.0956895","0.3922066058373237","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149139","0.09705","7.0249505","7.7470503","0.139975","-0.93541247","-1.1620125","-0.09402704238891602","0.10268270969390869","0.6473783874511714","15.3277557","74.1245327","0.0956895","0.6621809421218414","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149150","0.09705","7.0249505","7.7470503","0.139975","-0.93541247","-1.1620125","-0.09402704238891602","0.10268270969390869","0.6473783874511714","15.3277557","74.1245327","0.0956895","0.6621809421218414","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149161","-0.01695","7.1400003","7.6699505","0.141625","-0.9417375","-1.1754875","-0.010994434356689453","0.20946747064590454","0.6668333435058589","15.3277557","74.1245327","0.0956895","0.6990452108818279","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149172","-0.01695","7.1400003","7.6699505","0.141625","-0.9417375","-1.1754875","-0.010994434356689453","0.20946747064590454","0.6668333435058589","15.3277557","74.1245327","0.0956895","0.6990452108818279","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149183","-0.01695","7.1400003","7.6699505","0.141625","-0.9417375","-1.1754875","-0.010994434356689453","0.20946747064590454","0.6668333435058589","15.3277557","74.1245327","0.0956895","0.6990452108818279","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149194","-0.112950005","7.25505","7.4599504","0.1428625","-0.948475","-1.1782374","0.17097187042236328","0.29820895195007324","0.5910200500488276","15.3277557","74.1245327","0.0956895","0.6837138722145406","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149204","-0.112950005","7.25505","7.4599504","0.1428625","-0.948475","-1.1782374","0.17097187042236328","0.29820895195007324","0.5910200500488276","15.3277557","74.1245327","0.0956895","0.6837138722145406","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149215","0.01995","7.3890004","7.0579505","0.157575","-0.95205","-1.1737","0.5254573822021484","0.15811654925346375","0.3934931182861323","15.3277557","74.1245327","0.0956895","0.6752356165051587","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149226","0.01995","7.3890004","7.0579505","0.157575","-0.95205","-1.1737","0.5254573822021484","0.15811654925346375","0.3934931182861323","15.3277557","74.1245327","0.0956895","0.6752356165051587","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149237","0.039","7.4080505","7.0960503","0.18535","-0.951775","-1.158025","0.47528934478759766","0.0887046754360199","0.4369949722290034","15.3277557","74.1245327","0.0956895","0.6517154950331172","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149247","0.039","7.4080505","7.0960503","0.18535","-0.951775","-1.158025","0.47528934478759766","0.0887046754360199","0.4369949722290034","15.3277557","74.1245327","0.0956895","0.6517154950331172","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149258","-0.112950005","7.3890004","7.1340003","0.22715","-0.950675","-1.1347874","0.38449668884277344","0.1935538649559021","0.45249217987060497","15.3277557","74.1245327","0.0956895","0.6245398107522658","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149269","-0.112950005","7.3890004","7.1340003","0.22715","-0.950675","-1.1347874","0.38449668884277344","0.1935538649559021","0.45249217987060497","15.3277557","74.1245327","0.0956895","0.6245398107522658","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149280","-0.112950005","7.3890004","7.1340003","0.22715","-0.950675","-1.1347874","0.38449668884277344","0.1935538649559021","0.45249217987060497","15.3277557","74.1245327","0.0956895","0.6245398107522658","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149290","-0.20895001","7.4280005","7.038","0.2935625","-0.942425","-1.116775","0.426755428314209","0.2485208511352539","0.41293663024902294","15.3277557","74.1245327","0.0956895","0.6437386656447267","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149301","-0.20895001","7.4280005","7.038","0.2935625","-0.942425","-1.116775","0.426755428314209","0.2485208511352539","0.41293663024902294","15.3277557","74.1245327","0.0956895","0.6437386656447267","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149312","-0.22800002","7.7149506","7.24905","0.334125","-0.8985625","-1.0844625","0.41408824920654297","0.2251586765050888","0.7682327651977534","15.3277557","74.1245327","0.0956895","0.9013029952573384","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149323","-0.22800002","7.7149506","7.24905","0.334125","-0.8985625","-1.0844625","0.41408824920654297","0.2251586765050888","0.7682327651977534","15.3277557","74.1245327","0.0956895","0.9013029952573384","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149334","-0.112950005","7.734","7.2109504","0.329725","-0.8481","-1.0659","0.36262941360473633","0.06736874580383301","0.7583155059814448","15.3277557","74.1245327","0.0956895","0.8432562161848504","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149345","-0.112950005","7.734","7.2109504","0.329725","-0.8481","-1.0659","0.36262941360473633","0.06736874580383301","0.7583155059814448","15.3277557","74.1245327","0.0956895","0.8432562161848504","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149355","-0.112950005","7.7530503","6.6940503","0.3356375","-0.7997","-1.0383999","0.6535844802856445","-0.017304658889770508","0.41278785705566357","15.3277557","74.1245327","0.0956895","0.7732179117313271","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149366","-0.112950005","7.7530503","6.6940503","0.3356375","-0.7997","-1.0383999","0.6535844802856445","-0.017304658889770508","0.41278785705566357","15.3277557","74.1245327","0.0956895","0.7732179117313271","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149377","-0.15105","7.8109503","6.1000504","0.362175","-0.7502","-0.9835375","1.0200519561767578","-0.09550797939300537","0.04873985290527294","15.3277557","74.1245327","0.0956895","1.025672140934418","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149388","-0.15105","7.8109503","6.1000504","0.362175","-0.7502","-0.9835375","1.0200519561767578","-0.09550797939300537","0.04873985290527294","15.3277557","74.1245327","0.0956895","1.025672140934418","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149399","-0.15105","7.8109503","6.1000504","0.362175","-0.7502","-0.9835375","1.0200519561767578","-0.09550797939300537","0.04873985290527294","15.3277557","74.1245327","0.0956895","1.025672140934418","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149410","0.058050003","8.04","6.19605","0.4092","-0.72655","-0.93665","0.9634971618652344","-0.37418562173843384","0.2879042053222651","15.3277557","74.1245327","0.0956895","1.072954095886858","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149420","0.058050003","8.04","6.19605","0.4092","-0.72655","-0.93665","0.9634971618652344","-0.37418562173843384","0.2879042053222651","15.3277557","74.1245327","0.0956895","1.072954095886858","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149431","0.28800002","8.232","6.19605","0.5055875","-0.7051","-0.8504375","0.9195966720581055","-0.6744280457496643","0.4339880371093745","15.3277557","74.1245327","0.0956895","1.2201872169909427","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149442","0.28800002","8.232","6.19605","0.5055875","-0.7051","-0.8504375","0.9195966720581055","-0.6744280457496643","0.4339880371093745","15.3277557","74.1245327","0.0956895","1.2201872169909427","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149453","0.30705002","8.347051","5.2770004","0.5355625","-0.6884625","-0.7866375","1.4935929775238037","-0.8709474802017212","-0.08246665954589893","15.3277557","74.1245327","0.0956895","1.73094489967613","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149464","0.30705002","8.347051","5.2770004","0.5355625","-0.6884625","-0.7866375","1.4935929775238037","-0.8709474802017212","-0.08246665954589893","15.3277557","74.1245327","0.0956895","1.73094489967613","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149474","0.039","8.30805","4.45305","0.577775","-0.671275","-0.7293","1.968052625656128","-0.7685703039169312","-0.6235452270507817","15.3277557","74.1245327","0.0956895","2.2028935742774216","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149485","0.039","8.30805","4.45305","0.577775","-0.671275","-0.7293","1.968052625656128","-0.7685703039169312","-0.6235452270507817","15.3277557","74.1245327","0.0956895","2.2028935742774216","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149496","-0.20895001","8.46195","4.24305","0.7000125","-0.651475","-0.6422625","2.116640090942383","-0.6266328692436218","-0.6024528121948247","15.3277557","74.1245327","0.0956895","2.288183431965743","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149507","-0.20895001","8.46195","4.24305","0.7000125","-0.651475","-0.6422625","2.116640090942383","-0.6266328692436218","-0.6024528121948247","15.3277557","74.1245327","0.0956895","2.288183431965743","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149518","-0.20895001","8.46195","4.24305","0.7000125","-0.651475","-0.6422625","2.116640090942383","-0.6266328692436218","-0.6024528121948247","15.3277557","74.1245327","0.0956895","2.288183431965743","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149529","-0.16995001","8.65305","4.3000503","0.7921375","-0.634975","-0.590425","1.9792211055755615","-0.6971944570541382","-0.3764844512939458","15.3277557","74.1245327","0.0956895","2.131932653197297","0.0"
"30a6e302-8ea2-4f91-bdad-e5987a5161ae","1","1768025149540","-0.16995001","8.65305","4.3000503","0.7921375","-0.634975","-0.590425","1.9792211055755615","-0.6971944570541382","-0.3764844512939458","15.3277557","74.1245327","0.0956895","2.131932653197297","0.0"
